regions,input_comm,tech,vintage,output_comm,efficiency,eff_notes
TO,INDBDGELC,INDBDGELCSTGBATDCE4HR_23,2048,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE8HR_23,2048,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,RESBDGSOL,RESBDGELCPRDPVDCEBEP_23,2048,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEMEP_23,2048,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEPOP_23,2048,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEBEP_23,2048,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEMEP_23,2048,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEPOP_23,2048,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEBEP_23,2048,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEMEP_23,2048,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEPOP_23,2048,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEBEP_23,2048,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEMEP_23,2048,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEPOP_23,2048,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,RESBDGWIN,RESBDGELCPRDWTDCESTD_23,2048,RESBDGELC,1.0,ResidentialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,COMBDGWIN,COMBDGELCPRDWTDCESTD_23,2048,COMBDGELC,1.0,CommercialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,PUBBDGWIN,PUBBDGELCPRDWTDCESTD_23,2048,PUBBDGELC,1.0,PublicBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,INDBDGWIN,INDBDGELCPRDWTDCESTD_23,2048,INDBDGELC,1.0,IndustrialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,RESBDGELC,RESBDGELCSTGBATDCE8HR_23,2049,RESBDGELC,0.9,ResidentialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,RESBDGELC,RESBDGELCSTGBATDCE4HR_23,2049,RESBDGELC,0.9,ResidentialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE1HR_23,2049,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE4HR_23,2049,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE8HR_23,2049,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE1HR_23,2049,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE4HR_23,2049,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE8HR_23,2049,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE1HR_23,2049,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE4HR_23,2049,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE8HR_23,2049,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,RESBDGSOL,RESBDGELCPRDPVDCEBEP_23,2049,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEMEP_23,2049,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEPOP_23,2049,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEBEP_23,2049,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEMEP_23,2049,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEPOP_23,2049,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEBEP_23,2049,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEMEP_23,2049,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEPOP_23,2049,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEBEP_23,2049,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEMEP_23,2049,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEPOP_23,2049,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,RESBDGWIN,RESBDGELCPRDWTDCESTD_23,2049,RESBDGELC,1.0,ResidentialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,COMBDGWIN,COMBDGELCPRDWTDCESTD_23,2049,COMBDGELC,1.0,CommercialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,PUBBDGWIN,PUBBDGELCPRDWTDCESTD_23,2049,PUBBDGELC,1.0,PublicBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,INDBDGWIN,INDBDGELCPRDWTDCESTD_23,2049,INDBDGELC,1.0,IndustrialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,RESBDGELC,RESBDGELCSTGBATDCE8HR_23,2050,RESBDGELC,0.9,ResidentialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,RESBDGELC,RESBDGELCSTGBATDCE4HR_23,2050,RESBDGELC,0.9,ResidentialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE1HR_23,2050,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE4HR_23,2050,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,COMBDGELC,COMBDGELCSTGBATDCE8HR_23,2050,COMBDGELC,0.9,CommercialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE1HR_23,2050,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE4HR_23,2050,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,PUBBDGELC,PUBBDGELCSTGBATDCE8HR_23,2050,PUBBDGELC,0.9,PublicBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE1HR_23,2050,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized1 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE4HR_23,2050,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized4 Hour Autonomy
TO,INDBDGELC,INDBDGELCSTGBATDCE8HR_23,2050,INDBDGELC,0.9,IndustrialBuildingElectricityStorageBatteryDecentralized8 Hour Autonomy
TO,RESBDGSOL,RESBDGELCPRDPVDCEBEP_23,2050,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEMEP_23,2050,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,RESBDGSOL,RESBDGELCPRDPVDCEPOP_23,2050,RESBDGELC,1.0,ResidentialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEBEP_23,2050,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEMEP_23,2050,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,COMBDGSOL,COMBDGELCPRDPVDCEPOP_23,2050,COMBDGELC,1.0,CommercialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEBEP_23,2050,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEMEP_23,2050,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,PUBBDGSOL,PUBBDGELCPRDPVDCEPOP_23,2050,PUBBDGELC,1.0,PublicBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEBEP_23,2050,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedBest potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEMEP_23,2050,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedMedium potential
TO,INDBDGSOL,INDBDGELCPRDPVDCEPOP_23,2050,INDBDGELC,1.0,IndustrialBuildingElectricityProductionPV pannelDecentralizedPoor potential
TO,RESBDGWIN,RESBDGELCPRDWTDCESTD_23,2050,RESBDGELC,1.0,ResidentialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,COMBDGWIN,COMBDGELCPRDWTDCESTD_23,2050,COMBDGELC,1.0,CommercialBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,PUBBDGWIN,PUBBDGELCPRDWTDCESTD_23,2050,PUBBDGELC,1.0,PublicBuildingElectricityProductionWind TurbineDecentralizedStandard
TO,INDBDGWIN,INDBDGELCPRDWTDCESTD_23,2050,INDBDGELC,1.0,IndustrialBuildingElectricityProductionWind TurbineDecentralizedStandard
