regions,tech,vintage,rate,tech_notes
TO,PASTRAROACAR___APGCELLHH2____23,2039,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2040,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2041,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2042,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2043,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2044,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2045,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2046,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2047,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2048,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2049,0.12,
TO,PASTRAROACAR___APGCELLHH2____23,2050,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2023,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2024,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2025,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2026,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2027,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2028,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2029,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2030,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2031,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2032,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2033,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2034,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2035,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2036,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2037,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2038,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2039,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2040,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2041,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2042,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2043,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2044,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2045,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2046,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2047,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2048,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2049,0.12,
TO,PASTRAROATRULGTRSHCELLHH2____23,2050,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2023,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2024,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2025,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2026,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2027,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2028,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2029,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2030,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2031,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2032,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2033,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2034,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2035,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2036,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2037,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2038,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2039,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2040,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2041,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2042,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2043,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2044,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2045,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2046,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2047,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2048,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2049,0.12,
TO,PASTRAROATRULGTTAXCELLHH2____23,2050,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2023,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2024,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2025,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2026,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2027,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2028,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2029,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2030,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2031,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2032,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2033,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2034,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2035,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2036,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2037,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2038,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2039,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2040,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2041,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2042,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2043,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2044,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2045,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2046,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2047,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2048,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2049,0.12,
TO,PASTRAROATRULGTADRCELLHH2____23,2050,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2023,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2024,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2025,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2026,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2027,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2028,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2029,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2030,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2031,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2032,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2033,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2034,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2035,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2036,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2037,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2038,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2039,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2040,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2041,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2042,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2043,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2044,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2045,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2046,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2047,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2048,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2049,0.12,
TO,PASTRAROATRULGTAPGCELLHH2____23,2050,0.12,
